id_combate;id_juez;id_atleta_1;id_atleta_2;id_competencia;fecha;hora;resultado
280935911;248050764;314911299;791234343;428767218;2024-11-10;04:47:44;Victoria Atleta 1
217932527;954901529;126523840;894617185;783701563;2024-06-19;07:12:20;Victoria Atleta 1
725968986;460081891;593811297;605336114;840745503;2024-04-03;06:02:33;Victoria Atleta 2
709749335;321043777;685976891;198428986;882134257;2024-06-29;03:33:16;Victoria Atleta 1
967156523;180894618;647721315;953680533;971702713;2024-11-18;08:47:29;Victoria Atleta 1
771799026;610285361;840511713;159816073;81628596;2024-06-21;17:52:30;Victoria Atleta 2
464121194;851473025;264935042;631550629;372981421;2024-11-03;07:17:57;Victoria Atleta 1
754293472;927691657;825102852;361173514;532997753;2024-07-29;08:15:19;Victoria Atleta 2
364695516;96592400;499303096;494480043;335438834;2024-09-18;22:24:32;Victoria Atleta 1
281439259;890616692;29938232;93659391;568242879;2024-02-08;05:04:59;Victoria Atleta 2
540011249;77400407;697179677;915752714;401359549;2024-03-09;01:07:00;Victoria Atleta 1
628990194;945758540;401728956;964724413;373482313;2024-11-19;10:38:48;Victoria Atleta 1
417814048;438429153;486211;445104469;360588326;2024-02-09;04:29:37;Victoria Atleta 2
618925346;193265964;48745198;310985534;35973286;2024-06-01;20:21:20;Victoria Atleta 1
514430988;59895005;607019956;781202499;131618100;2024-10-10;04:35:50;Victoria Atleta 2
146521412;675467127;787202677;744456113;789585993;2024-03-04;00:28:59;Victoria Atleta 2
388519362;673997525;163623880;17914429;433612705;2024-02-23;13:37:51;Victoria Atleta 1
848152004;550500661;273879064;448005827;496609452;2024-04-10;03:58:12;Victoria Atleta 1
719411456;589350218;907811339;439229203;766400291;2024-08-04;07:48:23;Victoria Atleta 2
408650432;771457568;449153835;276105699;971788148;2024-05-03;04:03:02;Victoria Atleta 1
448128224;773057890;979621017;787831915;961943857;2024-06-04;11:36:01;Victoria Atleta 2
136871820;736131628;230421751;582980653;177393174;2024-01-12;18:22:53;Victoria Atleta 2
297653134;973404035;794756171;530199453;426975105;2024-02-12;14:14:42;Victoria Atleta 2
769510303;677022589;204276708;613321286;354900005;2024-08-22;10:52:15;Victoria Atleta 2
269343560;480573950;317672418;78218788;1992828;2024-10-21;21:21:15;Victoria Atleta 2
109816622;530570593;866752927;935523747;339527927;2024-01-02;17:10:39;Victoria Atleta 2
796565381;541802690;124679092;81006359;84144126;2024-05-23;19:39:56;Victoria Atleta 1
108562192;381700848;909958539;246874749;541795374;2024-04-12;19:37:42;Victoria Atleta 1
510409292;300224001;687281379;473581069;61699439;2024-04-25;10:45:36;Victoria Atleta 1
414099428;600358652;913559261;9155070;724718858;2024-02-18;19:14:49;Victoria Atleta 2
974009125;685274994;254241244;740451415;380151792;2024-09-20;09:54:31;Victoria Atleta 1
333820884;79214846;168573006;562156637;71259254;2024-01-28;14:45:57;Victoria Atleta 2
437226696;635358391;800967034;91715407;303697560;2024-08-09;18:44:18;Victoria Atleta 1
132491064;573158469;899471907;864614051;927698385;2024-02-23;09:20:11;Victoria Atleta 1
179787414;709061163;609339723;146580734;662649661;2024-04-12;22:09:29;Victoria Atleta 1
574058919;429736680;371536098;407043718;279126858;2024-01-22;02:02:18;Victoria Atleta 2
563781754;103852819;939074599;538912789;136368982;2024-10-12;18:39:30;Victoria Atleta 1
371531602;55515489;843988891;563555563;53302992;2024-03-08;07:19:55;Victoria Atleta 2
168109257;772753872;344524772;253400511;573062111;2024-10-26;20:57:58;Victoria Atleta 2
105639277;724105036;583697249;457792257;870322765;2024-06-01;16:54:47;Victoria Atleta 2
472619566;196606989;313432085;569751827;425871946;2024-11-15;06:23:23;Victoria Atleta 2
368138009;918473202;389290765;711803620;532460317;2024-08-20;15:20:47;Victoria Atleta 1
54622518;790791437;977453020;207587379;807823683;2024-10-11;13:04:29;Victoria Atleta 1
898636972;957938030;73744237;522440082;848056447;2024-06-04;16:18:17;Victoria Atleta 2
757474626;548277158;184193824;586714905;944488784;2024-05-02;13:46:49;Victoria Atleta 2
272320314;503104424;420121811;47602808;547229217;2024-06-06;03:25:59;Victoria Atleta 1
848776548;137955694;639636548;350734952;979154025;2024-03-20;16:19:22;Victoria Atleta 1
912235788;714317088;463168581;204223501;239413447;2024-07-01;20:09:24;Victoria Atleta 1
159154980;679647966;456743991;950323727;606487446;2024-10-08;01:41:18;Victoria Atleta 1
143918589;710337504;13093347;486645300;264884236;2024-05-20;15:49:40;Victoria Atleta 1
835511336;631831940;285480442;60222943;228883091;2024-05-12;08:51:29;Victoria Atleta 1
835843647;267549568;307236999;900906492;635200048;2024-04-28;16:31:03;Victoria Atleta 1
121296672;354504355;13210788;757724865;368467865;2024-09-28;17:00:16;Victoria Atleta 1
853639119;516208645;200937160;518783650;627598832;2024-07-24;09:59:53;Victoria Atleta 1
341239702;519399441;290528832;824072400;668828625;2024-05-25;00:51:26;Victoria Atleta 2
313999292;519175800;332523847;513347692;47022635;2024-04-22;15:29:39;Victoria Atleta 1
372059678;314431225;389844152;92030240;488202153;2024-06-19;02:51:48;Victoria Atleta 1
813922415;781697903;824267901;213047633;507949048;2024-01-27;16:51:21;Victoria Atleta 1
113435404;657553385;217199671;780393825;324836147;2024-02-20;01:45:38;Victoria Atleta 2
792067657;719129915;609960398;294228832;171262041;2024-08-18;20:23:16;Victoria Atleta 1
952853017;619051130;8043314;726972582;173338819;2024-01-15;06:42:28;Victoria Atleta 2
618046029;102012941;334587550;252539033;144647424;2024-05-13;23:50:20;Victoria Atleta 2
913389149;394029332;183718517;624950603;317353658;2024-03-29;06:38:12;Victoria Atleta 1
665741872;735043301;507414374;688469661;366267637;2024-10-29;11:22:26;Victoria Atleta 1
944146132;528939115;552200926;653684305;358799959;2024-08-20;06:06:17;Victoria Atleta 2
389726421;914061162;861928620;380718152;611651485;2024-09-03;04:50:55;Victoria Atleta 2
800523708;185482370;112156787;708760054;871772123;2024-06-10;06:52:27;Victoria Atleta 1
565060305;983189825;199331295;88743813;332962163;2024-03-19;00:29:35;Victoria Atleta 2
888328704;640356572;634487339;343949933;780503072;2024-09-20;08:28:43;Victoria Atleta 2
620056623;207365255;856090697;675047395;981784771;2024-06-15;13:30:03;Victoria Atleta 1
562107557;574881987;914649010;941534596;2646963;2024-11-16;08:35:47;Victoria Atleta 2
56073385;892001131;453801297;648169867;909666153;2024-03-23;02:28:14;Victoria Atleta 1
426526522;3101254;318477269;195854841;292979144;2024-10-11;19:00:27;Victoria Atleta 1
338699287;12470557;32738633;821785576;211381119;2024-04-29;20:13:24;Victoria Atleta 2
685303353;373522567;339788221;961517744;325772572;2024-02-18;21:12:54;Victoria Atleta 1
572735733;754708719;660384465;34564291;556185338;2024-06-10;21:33:15;Victoria Atleta 1
794021605;771157381;905521309;14751199;425776497;2024-05-03;03:44:38;Victoria Atleta 1
9520022;583136669;290544387;163703034;42476244;2024-11-17;03:26:56;Victoria Atleta 1
205278836;878738692;266229250;14321792;97856074;2024-05-17;04:07:54;Victoria Atleta 1
895200336;348228546;878027445;401773438;694159898;2024-11-13;21:49:07;Victoria Atleta 1
111636860;300189236;838113269;898981990;753343551;2024-03-30;08:12:09;Victoria Atleta 2
797054668;113913940;483868153;914841218;364702344;2024-04-20;01:02:13;Victoria Atleta 2
817783730;560721736;356079684;394967102;307835037;2024-05-02;10:36:55;Victoria Atleta 2
923358499;973673381;960115942;180760044;840310028;2024-01-21;02:44:30;Victoria Atleta 1
727678636;250618612;188422315;795200257;386229924;2024-07-16;04:38:36;Victoria Atleta 1
146119560;234287636;290075753;826763473;847875426;2024-03-09;19:01:09;Victoria Atleta 2
590019000;333211745;204220599;363335801;670384165;2024-06-10;03:11:01;Victoria Atleta 1
534043901;590676147;629386160;634421356;639245255;2024-04-04;14:30:54;Victoria Atleta 1
439263915;500328539;346542920;551525297;726826661;2024-07-14;07:46:35;Victoria Atleta 1
634087318;306745493;431688003;266682454;924538160;2024-01-16;01:41:49;Victoria Atleta 2
550788278;405375892;894203163;464116858;380741944;2024-01-11;12:19:28;Victoria Atleta 1
404285408;281938389;324174983;800465509;386947690;2024-01-21;13:17:11;Victoria Atleta 2
776475899;614944333;62032145;462058092;799922377;2024-01-02;20:46:51;Victoria Atleta 2
725095146;822286728;551004693;46508347;181674198;2024-02-16;17:00:20;Victoria Atleta 2
940509504;314209605;87181240;667709196;41439207;2024-01-02;10:08:56;Victoria Atleta 2
510420654;393915522;934260648;117927152;984390706;2024-10-09;07:59:28;Victoria Atleta 2
882026988;955954011;772769262;109088108;440663112;2024-04-25;03:00:32;Victoria Atleta 2
483015130;454021069;652825413;186677985;763745236;2024-02-03;10:15:17;Victoria Atleta 1
624902790;28901703;11336135;872066473;717614049;2024-04-20;20:09:46;Victoria Atleta 2
204128012;504473259;634487339;76599915;821954253;2024-08-31;14:44:47;Victoria Atleta 1
160022525;832857698;609157696;88405604;932116596;2024-01-23;21:54:27;Victoria Atleta 1
662643491;864798730;916211551;389353718;580676478;2024-05-12;15:06:37;Victoria Atleta 2
166089512;201307649;904948437;964593765;7805844;2024-02-24;07:25:35;Victoria Atleta 1
300419434;43019227;910900165;546434895;782623668;2024-04-18;00:42:24;Victoria Atleta 2
957412078;157985010;848767529;250149484;415816615;2024-08-06;00:50:33;Victoria Atleta 1
469373662;75002136;32813830;449910989;176663398;2024-03-23;14:51:42;Victoria Atleta 2
319859464;932371072;943163009;432536683;922206748;2024-05-10;11:32:36;Victoria Atleta 2
63837308;364924429;719235411;502166492;782919409;2024-02-18;06:11:51;Victoria Atleta 2
339719498;423063855;631094588;926982106;517387127;2024-10-24;18:57:48;Victoria Atleta 1
124209849;981542429;232507897;118197764;362110583;2024-08-25;09:20:41;Victoria Atleta 2
895260628;229344124;600598958;82704762;882008303;2024-04-14;00:49:54;Victoria Atleta 2
109795267;202743428;384224108;264584474;988933281;2024-05-23;06:18:51;Victoria Atleta 2
452471161;610864142;55074347;401098578;530431764;2024-03-15;10:30:29;Victoria Atleta 1
970266368;10801843;780701955;633016129;862093384;2024-08-23;02:50:45;Victoria Atleta 1
478510978;134310930;512787477;259056833;336831748;2024-06-22;03:29:38;Victoria Atleta 2
694121495;61026383;209759305;625771067;188723629;2024-04-16;18:57:10;Victoria Atleta 2
680815173;367251344;35528462;692677053;102485801;2024-11-07;22:13:30;Victoria Atleta 2
310741620;19631519;639358580;128512354;104073579;2024-01-29;18:57:17;Victoria Atleta 2
622972583;773345181;215768973;546193653;962665882;2024-05-19;22:59:08;Victoria Atleta 2
988207825;945758540;408575151;859977783;76671660;2024-04-06;18:24:38;Victoria Atleta 2
592644810;472625156;840801734;93529909;409276345;2024-02-06;12:32:44;Victoria Atleta 2
837998811;801070935;217313373;817644415;227848141;2024-05-16;18:59:44;Victoria Atleta 2
398695044;915889182;332685536;87181240;824790750;2024-01-08;16:25:13;Victoria Atleta 1
153903671;80547001;582291875;609981585;607171095;2024-03-28;16:17:01;Victoria Atleta 2
477757895;707564199;426153524;157693206;905987640;2024-01-28;23:44:47;Victoria Atleta 2
434400101;332364118;712173643;582095051;606752729;2024-01-22;13:38:16;Victoria Atleta 1
149191643;630301406;143565400;696035461;458078786;2024-10-18;00:51:09;Victoria Atleta 2
372073599;200987181;187022596;63104332;731174230;2024-07-20;02:15:01;Victoria Atleta 2
574917215;281898785;193955810;89127624;773629588;2024-10-15;00:00:38;Victoria Atleta 1
508003712;397922460;650146051;477212049;146393390;2024-08-12;23:19:22;Victoria Atleta 1
53653962;317748346;365044392;730798613;874426414;2024-09-27;03:45:44;Victoria Atleta 2
472093409;348956912;114147985;966726275;825509904;2024-08-18;15:16:08;Victoria Atleta 2
882356277;310823495;769073272;168205769;402929557;2024-04-21;05:22:43;Victoria Atleta 1
557756386;638185710;92881930;542880028;90007104;2024-02-04;12:57:01;Victoria Atleta 1
23443197;105706160;543353391;66006145;397443701;2024-10-01;08:02:00;Victoria Atleta 2
964036406;722680668;595479811;454694010;766274741;2024-05-17;15:22:46;Victoria Atleta 2
847181351;951149202;516441943;880927143;773734158;2024-07-15;06:03:58;Victoria Atleta 1
686297359;869274645;628240133;628890935;939564778;2024-07-30;04:59:46;Victoria Atleta 1
721780362;151684841;72503718;841986671;818253819;2024-10-24;05:21:41;Victoria Atleta 2
392338685;7943666;304569615;439811604;106426534;2024-05-23;04:00:15;Victoria Atleta 2
224370350;912430432;911173882;178259211;451271013;2024-07-17;03:44:13;Victoria Atleta 1
828543900;40496599;641067358;530997724;705931206;2024-10-16;13:51:56;Victoria Atleta 2
23864087;700438480;380919449;807036564;793658335;2024-01-31;10:26:50;Victoria Atleta 1
20781638;348950971;408905068;944731314;244856479;2024-07-24;17:12:03;Victoria Atleta 1
245239389;395342973;762912083;542191636;350607078;2024-01-03;05:02:08;Victoria Atleta 1
756965397;217202204;638986246;96389562;635913795;2024-04-06;12:42:19;Victoria Atleta 2
108922277;194129383;797289673;863516510;91859397;2024-09-16;21:32:21;Victoria Atleta 2
848535979;146843182;974081881;641686778;794623526;2024-11-19;04:32:15;Victoria Atleta 1
856642246;542065376;650205985;844333850;719659055;2024-03-11;19:01:43;Victoria Atleta 2
670465888;113019394;920204933;993820462;485651547;2024-05-13;09:25:57;Victoria Atleta 1
139027152;435399938;165773334;260533770;848054786;2024-01-24;11:04:33;Victoria Atleta 2
620327165;890616692;653729348;775086429;833816605;2024-02-29;09:25:18;Victoria Atleta 2
663655652;837335381;606386146;263425845;629698736;2024-11-13;08:27:08;Victoria Atleta 1
143075513;801444583;280040494;85733891;14952309;2024-06-26;20:01:57;Victoria Atleta 1
736166783;419188880;379316681;169579488;356568725;2024-03-17;13:24:14;Victoria Atleta 1
237931773;33576757;308598297;318477269;64306005;2024-04-12;16:34:12;Victoria Atleta 2
847597615;179020835;603501803;438098649;759359016;2024-08-05;11:40:07;Victoria Atleta 2
604104925;797420000;909201244;774002975;221018544;2024-07-28;06:23:55;Victoria Atleta 2
356912724;58344628;527017868;737324775;328739453;2024-10-14;11:09:36;Victoria Atleta 2
321878761;566638928;781581865;702404854;397325824;2024-06-25;22:15:47;Victoria Atleta 1
88333562;112475984;779417370;225544827;656038617;2024-03-16;18:32:25;Victoria Atleta 1
36440696;288592023;555900631;867451313;308683314;2024-04-04;14:40:02;Victoria Atleta 2
313561732;757126997;610357304;908946377;756176659;2024-04-20;00:47:36;Victoria Atleta 1
879187331;739541994;507622671;923566551;114705622;2024-04-10;13:53:55;Victoria Atleta 2
909936355;552054166;466219977;748413467;341882649;2024-05-28;20:02:47;Victoria Atleta 1
535607011;147080377;982823933;668026017;950444422;2024-04-25;17:56:55;Victoria Atleta 1
895493571;321705109;835922531;859117157;110709003;2024-06-19;18:53:50;Victoria Atleta 2
412022126;217095921;270397331;127593735;791659952;2024-08-23;00:52:37;Victoria Atleta 2
302995126;144009424;176089787;759081976;667171779;2024-07-02;12:00:17;Victoria Atleta 2
980031148;563256722;835733261;704747949;5541914;2024-07-24;04:09:57;Victoria Atleta 2
593297754;524824620;198078570;220215971;576581400;2024-06-08;21:56:36;Victoria Atleta 2
421864558;679751022;355314151;511125632;991534527;2024-09-24;14:17:37;Victoria Atleta 2
610312555;60332989;592991283;830211226;637604478;2024-06-27;21:52:35;Victoria Atleta 1
247149582;52920986;928517823;410013222;421092570;2024-09-27;23:21:14;Victoria Atleta 2
27610573;186128976;763826824;599555062;804665518;2024-02-20;01:10:06;Victoria Atleta 2
184328383;159357391;826246941;472924494;563655968;2024-09-13;05:04:49;Victoria Atleta 1
461586800;161222729;635177496;699435491;583297113;2024-07-26;11:01:18;Victoria Atleta 1
28222714;177442284;231842603;810060940;289264647;2024-10-11;06:00:41;Victoria Atleta 2
51904804;714317088;327449781;778239271;603839941;2024-03-07;03:23:53;Victoria Atleta 2
485245927;231626418;673396997;427711851;756689097;2024-06-10;06:33:45;Victoria Atleta 1
606652672;927474490;39488473;889186869;347973078;2024-06-19;23:01:13;Victoria Atleta 2
909447527;704893676;995971969;485418461;842588851;2024-06-07;20:49:51;Victoria Atleta 2
243235431;527619857;298212314;788166369;458471065;2024-03-05;23:58:06;Victoria Atleta 1
214590872;464718887;796581196;866842164;718738913;2024-07-03;22:54:01;Victoria Atleta 2
279532358;347903011;122819621;176873248;411716781;2024-01-29;23:33:40;Victoria Atleta 2
11830901;686103414;474381073;200973867;903712683;2024-09-21;18:57:32;Victoria Atleta 2
107449142;194502791;438488544;213148492;641317124;2024-06-27;10:59:10;Victoria Atleta 2
424168012;323896872;424630037;941538424;991766902;2024-05-05;04:02:06;Victoria Atleta 1
70913395;324496530;93675648;935523747;421092570;2024-03-09;23:00:01;Victoria Atleta 1
759006923;780355831;243585588;617557740;378973159;2024-11-15;08:25:43;Victoria Atleta 1
396310070;258064603;174288335;184657527;149747378;2024-07-24;19:55:10;Victoria Atleta 1
632087624;327450028;40151063;506828505;723633005;2024-04-27;04:06:29;Victoria Atleta 1
465447777;771594776;39898806;438272367;563337369;2024-02-24;05:11:18;Victoria Atleta 2
505671037;644069545;805846782;650691364;214988222;2024-10-09;06:49:57;Victoria Atleta 1
601216502;137956335;155615891;252539033;258353192;2024-02-08;12:04:44;Victoria Atleta 1
49399116;68739958;295798853;137054042;645195302;2024-10-29;08:24:01;Victoria Atleta 1
876039972;548766777;332821781;582980653;428872244;2024-11-18;14:16:39;Victoria Atleta 1
970637212;151952378;858255280;538676296;180952903;2024-07-23;03:31:09;Victoria Atleta 1
735679977;208339490;668190339;456620875;202773036;2024-08-06;17:17:52;Victoria Atleta 1
683068234;761086942;917870765;870629259;623159450;2024-10-30;06:00:06;Victoria Atleta 1
336811499;841704379;686160679;968732320;970009776;2024-07-04;09:49:11;Victoria Atleta 1
952312977;179385819;56706642;512616718;164823438;2024-02-29;18:28:14;Victoria Atleta 2
355458370;485858804;472450261;316790879;89966964;2024-03-31;13:47:49;Victoria Atleta 2
201442758;648421186;951525423;69739440;961590485;2024-04-17;02:56:07;Victoria Atleta 2
570071947;81023603;472754286;191476721;893746531;2024-10-17;05:23:18;Victoria Atleta 2
189107611;216300422;792810776;201566993;780469958;2024-05-15;13:02:08;Victoria Atleta 2
26440347;137339462;772769262;170846769;59023032;2024-10-19;13:53:29;Victoria Atleta 2
435544894;18214614;628938357;574095947;233127439;2024-10-31;10:08:05;Victoria Atleta 2
409474975;544917989;859106678;576994440;510960177;2024-09-10;15:58:17;Victoria Atleta 1
531505159;875160842;905803512;704718122;68930110;2024-02-22;10:39:45;Victoria Atleta 1
513627413;760897653;29700486;416640125;2895465;2024-05-31;17:45:20;Victoria Atleta 2
791284781;313021749;178623988;400945824;33930583;2024-03-27;04:40:11;Victoria Atleta 1
846889057;391710430;649963134;700609659;443143374;2024-10-18;22:01:51;Victoria Atleta 1
748807327;91968339;438098649;675561633;802123483;2024-05-09;01:42:22;Victoria Atleta 1
268550536;509296765;440362312;211522657;154497417;2024-02-17;19:20:08;Victoria Atleta 2
333969178;545477392;942610864;859202104;973236769;2024-10-01;21:33:27;Victoria Atleta 2
719681743;863257809;161678315;893414553;611783275;2024-10-30;20:16:35;Victoria Atleta 2
292722278;265533697;599461768;453147037;349044637;2024-08-21;00:26:56;Victoria Atleta 2
