id_persona;id_equipo
134213067;59
747535364;36
145454410;65
511929337;58
905036488;14
241533180;76
988355685;23
532611798;65
269301520;59
65265399;62
183652633;3
879814171;89
44560037;85
484058511;30
237633539;76
595662304;33
108645656;27
499768272;38
612857018;83
933027194;73
589149696;42
41898684;3
833421294;2
496405130;54
777804534;54
992091221;61
522429226;48
589407949;54
727001172;67
336810411;10
589215854;65
829889943;14
904530888;55
566300094;81
635382246;19
777798027;59
521621003;17
335227342;81
571837296;14
855415781;46
312591344;89
352136381;48
209620641;18
544857711;6
992739347;39
302459732;63
212289062;33
414447989;98
271334802;91
954392940;79
154715398;72
672712521;43
236194817;74
134292624;94
420195581;60
876818676;64
552665722;8
584752775;19
981378019;48
811872098;77
130076304;73
537999629;66
722403180;75
643988069;1
774707636;57
108848143;93
481867756;31
463968171;7
472542299;42
376255430;17
170539578;91
521282305;42
169193940;97
736193410;57
458382562;21
36644042;70
190382828;4
483670051;13
931434956;47
595610461;5
743477568;29
459851889;40
355936024;71
323080492;64
357156052;49
231968623;16
445493898;16
197643998;26
825427259;64
872390295;84
613501716;24
207075101;85
711135829;75
64896508;83
369218143;49
420213722;15
671817637;36
425611520;64
712273371;46
272287618;17
401047327;88
249004195;92
579398776;91
134941361;63
314925662;54
821232702;70
527966878;16
74370115;28
900540813;38
275355304;2
609870811;76
371871531;60
905800835;69
250714194;88
16047460;52
117382213;61
362822974;3
518447749;19
828090248;6
903914379;13
290942180;20
639593234;93
819290814;35
196985002;50
405237747;16
509974141;18
102290552;85
378705597;69
590450249;88
180134308;11
724769255;36
753067126;32
579494569;57
493617667;42
767209305;63
575929592;70
89271855;56
510472265;33
847435602;2
810127071;59
293335908;94
71147243;65
114739256;6
368661472;31
392987788;94
470913274;1
730839222;3
191867691;26
138567967;82
404541635;45
894519770;85
893692252;96
540711641;21
248107607;74
638523116;28
956842131;94
153002454;34
5763313;78
294962678;13
905340233;99
77462621;80
899988237;12
615053599;24
104971206;2
658402514;97
935164952;88
720373050;38
801504199;10
778629636;3
210331649;94
851802491;75
532891708;66
795083234;2
587383855;62
309447365;60
369985259;78
642612837;62
768829012;92
296646387;89
813233504;14
232901013;53
197467969;32
146844448;4
369781443;75
747626855;65
203093242;61
31868497;46
288867523;23
718354931;2
843141381;17
867069096;89
846670063;85
136774534;36
387869919;84
588512414;3
942164230;28
445762300;74
260874631;64
280892850;38
600751499;16
80357650;30
242166284;84
718134032;66
660490205;57
237508180;13
470784064;82
934892480;76
210151287;92
796269095;70
842239669;80
695512997;32
758944330;65
959519307;34
235523435;34
97877240;15
52839016;4
474435662;76
43371227;32
225671546;7
20792072;25
865593487;43
358251542;22
833783134;6
280718016;82
518635427;83
890594439;25
610094975;81
941404031;11
931597322;2
928855817;12
398423350;32
324732716;58
851653314;84
73262148;11
192100564;93
635724044;11
310607748;49
163868458;97
848017525;71
973275537;94
357190897;55
263403174;63
904043792;87
76785790;64
522651983;51
871752132;5
367097373;28
443622880;42
130622873;96
94704223;5
147751326;83
515377636;47
149885836;100
613560893;9
365136091;75
836799866;35
429043443;96
24030458;51
393187609;62
436376294;33
542722170;94
819259974;20
8286549;74
759608923;13
986899598;45
646469925;97
274234874;36
836781286;48
110676394;27
131495523;90
778240236;43
111905171;58
576906140;69
155769259;87
571270504;8
541946627;97
157476943;12
946516125;42
31867329;14
506903841;20
998126879;50
695478605;55
934246667;63
511281405;29
70156432;84
629859906;68
731759232;75
239932167;75
787870886;25
553596419;61
572411621;55
790177673;12
433094574;54
338373955;55
783488337;68
993031596;90
947882360;62
305633689;42
452579504;11
287735217;14
128306202;7
373938835;96
311809624;58
253089528;60
508004431;34
486518731;34
822761733;74
957907020;80
67855365;33
195481211;18
640698785;10
274533804;45
224464399;65
214674380;7
841208829;53
688432506;23
127088315;40
236020684;56
118891667;73
507154338;3
462566515;73
63047179;15
837878743;6
136229817;63
418521483;64
885897873;26
318779777;10
612424663;46
840971865;62
716014373;94
59996742;24
746778604;29
345988447;63
979830617;15
526691805;56
982375105;1
989056386;15
132154012;75
371621704;50
604907701;2
623294949;86
746275305;76
654828409;69
282586817;61
221756852;29
789539371;24
8429319;71
308652854;24
823363338;36
634687780;64
683276789;33
498301617;47
174372085;21
945747946;96
807345900;29
306033141;54
780294775;79
579542975;72
144915453;77
992152529;17
768530398;41
752654012;15
46609449;11
449907631;13
266429411;97
330727786;69
789168234;82
47525226;34
404707532;3
385822390;25
57785445;59
142730921;45
717322601;57
705509771;92
968892282;35
782464436;2
953796856;30
973430460;90
632339445;19
877086735;94
355480728;91
845028137;82
224249823;52
307453181;9
306166116;51
862125480;3
8383460;89
352533509;70
417475792;1
488156406;60
703309541;82
226338847;11
689557851;10
328732094;97
975840397;48
743081919;53
751224920;29
249857471;95
426481845;92
796194446;46
745362577;3
355141333;95
691229953;1
531195770;74
816450579;8
813545831;49
421576869;32
298539807;30
17068600;54
538092756;65
861774840;91
259662883;33
768054444;59
32376889;83
848099526;74
252860870;57
439989621;86
167454871;58
156357967;6
311886853;80
661379111;31
400001076;91
178415849;88
920386620;69
924387202;46
476296170;54
903083681;53
974413326;7
933103601;9
848133703;98
184346844;36
783872575;93
955215082;87
524439161;79
719002811;13
197977183;81
514764859;28
620241493;24
561740414;99
616146277;34
81882014;38
563389735;29
750923573;30
262596839;62
196931922;94
944725944;63
471909000;77
247764985;32
656846296;24
65990752;2
211212278;66
27930257;78
999762508;80
78814380;84
655635704;62
705034992;76
542553331;75
201872951;16
981193158;17
363592417;87
733611787;6
160523247;54
362645942;90
480013101;91
168412254;98
971872768;37
556184939;14
995915120;68
99902292;13
978984407;59
685128863;99
747237014;26
989390495;98
549563022;15
156711842;62
803566609;62
39996586;13
799761969;40
280484193;87
554116170;88
374981257;25
857841898;60
555711232;67
259943344;94
115073835;55
958027135;61
889274669;64
101986432;23
759792137;3
64272522;1
18192790;62
904732241;91
400911812;70
840539288;57
596043172;95
490126635;5
247633684;51
974479216;13
609525939;11
18788127;19
100891783;30
169384630;49
481921123;79
976231936;19
871035358;69
463510754;23
751812222;18
818418271;16
445862365;4
320784618;24
922728896;83
307584293;55
616593840;93
437112582;47
630054403;88
912389600;3
943847166;26
534092708;99
603993978;64
455001504;86
171564812;17
610342517;81
752127807;49
407108265;1
865949241;89
935403931;71
457371875;79
734162419;59
361703806;9
53391521;68
651317454;11
914268797;48
97979839;24
811906328;8
404096169;1
15488053;49
127747812;41
693141006;52
164566401;85
976175876;27
146614606;27
977917012;33
704475884;3
810635867;36
388406468;49
280833780;43
346024233;54
393446007;42
58866722;100
341108537;95
588376482;1
797952102;62
620466633;90
243297003;34
367329539;50
66708633;2
248302120;61
275192512;10
835515296;33
244348856;65
933122356;80
974677216;83
481671580;22
819994631;12
182339790;65
326809364;9
41054150;38
125332114;86
76492530;92
617239280;23
999308181;83
324846839;68
296866416;89
100480320;16
551925008;75
777668123;42
115026275;85
310143026;29
133810709;19
834339012;47
414088377;19
110625421;96
914701556;87
702226649;100
242286046;57
60797232;99
880241312;84
792933297;14
995143293;11
834114835;59
282603638;63
149873036;9
571459597;39
374180716;84
893024313;19
319240030;16
700412295;86
77405865;32
578751646;62
94031990;47
601684454;89
689679000;7
486662248;91
157914666;71
521652369;68
196394907;19
241959536;4
380447837;31
174339884;75
5700961;64
318553617;75
502189234;64
761171049;61
945797273;10
410502906;71
524400691;14
180856433;39
244325158;91
517907889;90
129259666;10
237416396;58
955942227;10
848021436;98
130802074;33
987326308;54
142831134;4
185361741;83
869591409;35
424341418;38
413665310;9
74903916;94
83442100;42
690541245;71
512708118;4
892533378;25
40254765;73
884579875;90
582015317;15
223031872;47
791324263;56
328048435;67
502959374;14
636129715;86
949297314;68
840223160;82
150582383;73
753589743;34
812917851;23
604398230;88
774216945;16
944610381;26
168904800;77
453795669;81
206718034;83
260451894;21
450758164;48
858347974;70
985790381;77
591536531;91
300152404;44
834927761;18
537212592;5
348036482;53
438724920;13
738958055;70
708863424;94
902766144;9
664041772;71
166298045;33
763573218;63
476908068;90
593908201;31
408613098;35
1257936;17
218184892;41
942900597;24
10753760;6
803091267;9
426551352;19
209582664;93
909135390;43
720430493;98
336311338;8
232920164;17
648624567;48
974951756;82
210622978;38
930608346;64
280934540;21
859862993;37
484971548;100
362019960;80
868120757;54
117154648;97
919749227;90
779700635;76
796963241;91
705977418;29
724557220;60
482554439;65
126200607;12
725431303;22
329951205;14
817853469;15
35832631;19
849980771;100
543538986;70
586415558;47
845250934;15
792116516;97
543719274;72
232501528;87
825126816;73
348404660;72
261971935;30
414322426;87
356674842;40
939772125;35
22497275;87
711315177;33
855392493;44
272465545;2
778670498;82
702610396;69
50323576;9
868076607;12
232025200;76
348912001;89
738805294;84
752241938;27
597114211;43
492853441;58
246839132;51
495612898;16
331249218;96
997485614;9
808118829;62
489465491;55
473536977;84
63694776;78
249786979;29
591693545;63
371826048;28
441108455;71
597070787;65
482708074;16
105622913;71
738719504;23
984995429;52
864300403;10
485087339;7
178259771;44
16852285;27
899318214;34
229826193;20
360953301;38
756339331;23
943589053;21
265760646;73
741030833;75
944486506;5
199326446;42
899079037;45
159435467;65
941440074;31
464578466;48
636118165;54
252142394;92
400018921;41
828678422;28
250290381;68
114383145;74
721661088;15
108333609;99
180327203;33
288444901;74
447308901;66
24020852;38
457114746;85
389571561;54
702658520;21
497790388;28
826912318;28
927767980;90
210308272;43
672019577;7
31247619;44
908935309;98
928864108;88
324200648;19
587926964;16
72779797;81
180301561;30
723986612;79
37056522;9
920817865;5
220540122;8
415733361;69
347364545;39
805389250;95
129860898;79
671070910;96
4770006;76
587765344;10
419351039;34
427463951;27
521737451;73
595653202;45
31201924;16
731091737;58
699433483;20
327746085;34
965908187;92
130742884;26
912012128;74
215511991;65
104210488;66
47965874;40
441471403;11
274937686;97
682973254;10
57598633;74
526324879;40
632061848;38
102683454;35
727150123;2
300212656;100
225804189;25
428473166;54
399074041;94
443219692;20
520940105;26
502642620;77
96196796;56
305354820;95
369272013;12
702865251;82
84385863;60
168247747;18
608929194;98
229629656;61
518877342;42
201959719;34
610371700;17
191423995;93
928898331;51
43764450;91
556712256;63
629441208;37
860243745;86
770591525;83
839139057;20
115406614;69
617585725;21
583575840;25
954732039;4
420753435;25
96713364;80
725246476;79
773870315;82
586920737;13
5246011;16
82684748;1
578394301;10
572305023;86
87986888;19
331002428;99
93965977;7
393316434;62
11094887;34
250019630;62
608050030;78
327524930;90
632643827;44
563487905;21
863790055;29
41636606;95
155352500;12
14338808;79
757018003;51
288914732;72
811396259;92
679338451;18
390491621;78
413444190;84
392353196;31
348132651;40
125991053;41
804769273;21
658807084;51
969901365;11
586751638;66
666043758;90
596070400;28
315284962;84
135759638;41
644243842;13
669472149;67
323690455;29
959728812;43
274770514;54
408949589;62
470680720;64
644380163;24
248546344;79
941976746;19
167550288;66
42054301;99
360286003;84
237244509;34
795972062;19
223958107;56
161304315;85
234573300;28
435737330;33
297920230;42
260506995;73
584355233;12
262190528;50
216533145;9
685283909;84
798844949;84
13226071;46
776847867;16
224965761;22
426268001;89
880227128;15
622988037;10
649815013;5
756043146;58
330952675;58
110190364;14
816729770;70
11238515;85
936092392;64
378394517;72
686781509;30
313844750;71
924001205;81
802995144;94
367124113;81
237774763;44
347249293;54
302141627;54
114660985;43
311309848;35
670122898;85
763356684;85
865445240;91
152682155;17
882554059;2
47976092;27
593276286;38
731952265;71
753001602;87
570068799;58
502513467;82
454953475;28
586623599;96
479033266;63
418716905;11
854301672;31
619350503;82
734487979;49
603856705;26
53210098;28
928165981;6
553192466;50
249891734;75
642402028;27
116902728;3
610993764;90
858427031;8
44425073;7
33776430;52
17627751;70
501210861;74
210822088;12
467688960;98
693752909;28
980907552;96
624950373;44
720704205;67
899334097;52
441637563;43
471329804;68
939524272;49
157172822;89
382661677;3
546217295;10
554228823;6
713256217;18
374260763;9
328242898;91
760511564;3
359810508;98
435811437;31
42646405;7
328618313;63
41727053;80
404734167;6
277495526;67
252914649;81
551782607;38
294546931;44
737280118;97
87190158;82
509463448;15
940599786;47
308406813;33
497541266;22
440324642;2
703777479;90
103834878;33
678895801;51
936542363;38
89092985;99
750558363;10
705665870;72
83913820;71
919017232;69
848146209;17
563114034;81
466929538;69
711440090;59
868009296;8
979026289;8
23086436;29
379848944;40
481370588;17
720822482;15
363438771;71
453485256;33
328472241;100
717829074;87
384519280;45
983844400;50
108681284;80
978835676;51
843682654;20
620080964;87
217618030;18
155646943;49
30820359;41
850889125;90
814507177;9
550796889;83
831926969;84
880093134;77
264236350;79
489587358;71
162725717;6
564489509;34
483278113;55
568341430;75
386967824;33
112233701;46
540837397;25
98983720;64
491843168;45
54089742;31
517401736;43
667074447;10
581751179;42
340991124;92
669329623;47
73058981;23
49806007;41
899562386;25
407051594;49
642676392;81
955764655;21
308862525;72
581417306;23
676477500;28
347175036;78
592842019;21
415356583;78
984711687;20
352765614;12
742000019;79
769994783;33
375784130;8
916204321;21
544639255;86
702715425;82
820574763;86
766569865;1
185444802;47
97157839;70
450036654;2
940782313;97
839743843;22
343150079;15
933859973;95
735259264;10
574706045;47
129809386;23
487973894;43
20729425;25
786824232;81
272655240;71
944254157;4
240072653;20
899288264;11
222021263;16
115949801;78
881057684;25
391578926;72
359544147;45
614359301;89
310018581;26
822320886;60
378728295;46
915929166;19
294100978;81
9722013;29
318145278;100
46048144;44
974078546;28
140228414;41
95006572;36
458465800;48
256166986;11
972895180;67
205142339;23
417991961;88
602057147;72
507433;44
66392874;8
293828395;24
149788540;32
524130450;52
867963142;72
775962803;53
548631475;1
557752391;68
493933205;49
646251348;7
865367571;56
154384974;43
303635182;53
907037335;32
858259780;65
98504094;61
415613293;24
434869810;34
291278316;24
965190184;67
724284954;28
75853307;14
521042067;11
413424279;96
546665812;58
824217076;24
88195061;31
865299297;56
502332010;93
315776056;22
738982747;24
184879234;74
170734253;48
743062754;2
668447664;13
725529249;12
137338290;25
906282103;98
673709162;48
897311721;90
427065975;36
257225996;20
498518266;67
569142038;84
657171429;75
34854912;84
729013338;17
812475922;73
848119939;2
98162513;59
412421375;68
95441838;4
802742456;42
955519244;39
872154548;37
813684653;69
930368880;58
399542349;25
423078978;64
880730448;98
462404499;44
59982670;92
996581625;15
637271430;98
581091709;46
298616152;12
771257924;23
182485059;92
541099004;44
770040751;97
674364193;60
480304283;83
518382450;78
682358506;99
221619527;14
278014244;49
906397609;33
245380382;17
457143159;61
832880971;5
749397468;7
784245626;38
641172923;4
783866111;64
606937986;69
323233487;8
487060107;57
299620540;86
681734428;3
319202785;1
784659235;95
196149559;3
753237281;30
95339241;97
802730666;89
184961744;80
215353;44
729701076;62
7743044;15
888627054;32
90038687;8
785379816;63
615300801;28
36625163;67
786198717;69
658346238;5
163713433;25
544641496;1
19346661;40
223971978;46
334040323;88
445580655;49
120057835;20
483730623;55
458813442;51
32217634;74
356674398;87
920763647;16
695606392;16
588604709;13
993871205;82
824013007;95
602051987;19
951405283;54
940883326;74
538835479;19
412366506;36
875423759;99
743932029;91
630337183;77
713250850;100
598598818;85
251412408;28
661185949;19
7522466;70
394542290;75
843885050;40
403709517;91
882401887;3
155934313;33
373134125;99
102510923;58
404697950;13
749641839;30
570499793;87
92570226;32
602047023;57
53513191;70
367497303;84
694864996;20
467443822;22
825997237;49
969274338;81
230074908;23
975417155;94
87889608;74
577158639;40
684657690;13
751868518;32
373412207;30
438926263;67
700971417;86
773101059;88
684136335;61
952705366;93
949502921;56
930812582;46
964023644;34
713514711;74
290170304;18
576020406;47
220874061;91
10159388;30
454632585;96
521682345;17
892131037;70
327579190;49
810991131;26
226385567;71
898869166;54
102585022;13
579691713;73
682186173;89
738726573;45
232477281;62
114486415;43
706030818;80
511258593;5
476629308;59
886948479;41
130101707;40
955183161;68
256817893;75
839907;80
938354353;46
738819688;89
491570146;71
482227938;59
327559626;88
333341179;22
55627704;72
786474184;4
347726647;35
602905154;82
531906645;15
226952519;47
761123101;65
229470982;58
176544236;55
163773244;89
488634778;93
239482402;11
8289378;72
164908740;13
707343497;7
247828129;99
224578429;87
448948381;9
421754058;54
620687076;97
356582649;41
258004003;84
592371770;9
576816781;69
510147457;53
491987761;77
5750306;69
169562173;87
456718227;72
312844482;5
829793410;43
599058396;16
575062379;62
684590861;85
532857369;47
931189096;98
651644218;84
241561737;85
950124496;89
298466124;78
513772274;99
749495840;85
700016360;39
963541261;68
751248445;25
285572518;93
895916464;44
484848681;91
226591157;58
195660682;98
550338589;8
575916152;55
987111448;76
508839462;13
525415520;89
221985735;20
993439119;33
792298178;84
527294942;32
436981057;9
860050970;20
663617019;20
14769836;23
609081235;6
872471357;89
230925503;33
184404941;91
656802598;46
372462544;53
893661054;52
471125020;70
569193630;93
92540714;36
74328340;29
915998286;18
530526078;66
491263521;71
776684533;93
410287264;87
81311852;52
251054287;98
495982118;72
610255884;54
773316011;73
352562961;77
992538125;74
490477358;9
116109262;79
180094832;87
990784646;41
78630867;29
808105956;98
634301826;16
244374789;32
980596816;90
410896479;90
862984739;51
897065195;12
199121443;28
688381397;64
897977904;6
66548178;17
213894080;39
778688840;75
222134832;59
547020816;76
346743695;8
357057302;15
740234300;99
177699519;88
625775400;97
730508149;74
971992825;18
31106491;13
232718530;32
483538099;37
363730308;29
318349049;99
580958113;25
495145724;97
364724241;71
801747660;57
953999252;25
299903002;22
401698371;67
924097579;6
833218688;65
913083262;97
394983922;45
223215016;62
429314862;16
388205925;23
984244753;23
797720897;16
381628674;3
549320798;27
207698680;80
638519955;5
400126836;3
918951391;58
253776670;34
468405737;59
898973285;23
298874744;14
677091186;17
741373627;84
153038843;34
342493918;8
9324223;18
110321021;41
733836838;76
490892796;49
540442757;33
598116034;27
649370021;62
181906016;39
350407131;78
89945387;45
56891148;77
16251702;69
623221233;85
234752689;9
590548258;63
733869571;55
354396589;34
794954587;12
209545313;21
675107663;72
686001715;29
528456356;44
145300492;36
444926238;39
174031597;14
466630339;84
631308620;87
505703151;71
11455935;34
594294506;99
307496709;37
177737121;14
671460456;6
252409738;8
643221921;45
995984687;74
441654229;70
199607385;88
332499221;15
60494128;83
319807074;87
125759100;34
290682604;100
739768927;18
895005752;99
383913114;27
641199731;95
320798162;37
476818466;80
303497756;13
948245193;98
691205537;28
46920400;17
341475162;100
717257009;44
981435621;22
80181436;81
570906444;91
7230182;84
285357545;1
960344329;28
252239229;13
388866531;14
243596432;9
416851526;40
707213993;48
112053607;88
689312018;82
325562978;72
354765291;55
929262537;99
634422795;92
522673868;7
722441106;77
858504118;48
881448050;37
508936952;7
821938096;86
368739341;89
23416622;14
827392531;28
94459254;26
93796582;21
171841891;91
356060770;22
628220070;20
885131053;36
803827254;4
618628421;83
173771423;26
38924783;78
501821924;95
695209593;18
36590642;65
66738074;10
612058853;86
599944144;6
262810551;83
537179906;72
270445953;28
892723228;59
264515487;70
455011307;38
598666225;29
542765536;30
470425263;17
534158681;13
452755724;95
939502222;64
101516555;45
545994809;49
158945785;92
878572187;32
107421766;26
399481838;40
678673118;24
905468071;98
672966097;4
114194174;85
627969539;89
743403223;67
685957762;5
691993029;59
514549696;54
270481475;5
981959878;72
94478853;66
507161962;21
638002054;29
530415138;37
461279738;32
756656069;41
586739729;26
974199146;32
998419551;95
772174439;38
97766710;49
852901731;11
76082069;89
477895045;85
658453347;54
956644983;41
845843307;68
681186791;77
536255944;36
534934212;31
549777497;40
253622311;54
305616917;19
468471303;22
240919926;47
488950529;21
906370422;63
984215355;46
677494249;59
674589409;68
780189024;32
986676883;28
208417890;20
329878561;44
851372208;23
708697547;86
276739867;28
966120127;92
90273656;93
951061545;34
723004908;82
543443180;97
399052437;19
282012982;9
387495755;40
590742235;40
39294234;68
49284127;72
726178202;26
664889100;23
752005327;35
399180870;68
17636384;71
323504703;10
508576291;2
209411075;29
916127027;89
285263715;92
186821750;77
853743101;75
863233228;3
20151653;75
32803517;13
860339036;4
79350249;53
239257397;72
485441368;33
691770292;23
196842885;95
542661321;56
184360797;86
740252175;83
498541736;75
791349107;46
225573129;2
544542116;36
587676111;4
26773670;59
535907992;37
682754309;91
965076278;44
958989544;81
556640434;64
726684395;42
354476457;91
77536277;93
374645188;40
890603414;80
547901684;57
96931153;25
795427847;8
970177808;25
744170468;88
23970937;72
139516291;85
424271177;44
856328125;51
670420802;2
74028133;36
911666710;19
336040007;94
986753865;52
118937053;42
636358306;55
133548562;59
500978206;85
10147794;28
892711143;46
997551826;80
809086934;41
748519857;3
305269319;94
129052935;54
727480876;10
541614696;14
258317773;91
394241802;1
337237232;3
332710871;57
519112110;50
426018469;3
531014223;45
551825924;83
354334052;45
873844276;62
628685792;40
835240782;28
697591919;62
490134727;27
910187657;92
444082740;21
22944124;54
706542033;44
605821244;82
639049383;36
919615112;69
249811450;22
37066938;68
712235771;91
498139799;80
432559256;8
375008517;86
233138034;76
650470693;63
910813139;95
366496685;21
306502705;68
736098415;66
698148810;54
148290906;77
817610697;73
697634127;92
429061772;95
55058416;3
388516328;77
11388791;67
51355993;84
453159734;41
79748267;46
888489632;14
648514099;17
949402725;16
4215307;44
543267393;98
897428108;96
212362525;35
453363750;57
728766400;6
393627350;84
683850689;49
575546786;94
922717932;86
593971230;17
869451753;62
627695631;56
222226722;59
568175320;43
435027393;55
57774912;19
206113273;24
932415540;73
485891432;14
670509658;98
362480641;91
428476745;28
821381178;85
507441405;23
52516990;31
545996379;63
560047347;100
234827656;62
639882980;76
630339305;86
738304761;60
404736130;45
73769285;8
439128390;92
309893635;93
31882255;32
39558775;96
5393535;45
600833841;39
456541725;34
240761063;39
9910400;1
670773160;37
622812026;76
308596084;60
177137022;96
895145426;5
668640518;12
895205075;87
673644522;100
174272729;7
76589627;36
122475209;52
15573606;52
727641459;12
130887727;9
973711680;99
840103886;52
83019317;68
303820159;49
830258906;31
995773495;67
744626714;97
434719416;85
382227490;17
677272171;57
635076718;20
329319269;98
402299823;81
79605513;13
187432778;7
89885214;42
564078081;3
539924675;8
159637815;91
27108497;16
175951334;59
662705535;51
559566886;50
552560715;55
492611287;28
408566921;79
314812104;97
683728267;14
617892031;83
399557637;33
886358361;77
285032955;28
447999458;38
659312244;96
344789307;69
967251828;54
519455947;28
64624862;50
791777968;61
398664197;29
215339724;24
221611621;82
719849904;73
368311786;50
404420895;81
119820918;13
344926624;13
201700428;38
150740689;97
745278189;77
507969859;72
682680623;39
571723816;72
579972004;76
598989010;10
285333676;33
832441149;11
345848007;41
320420763;62
238854292;1
377691680;34
436931951;87
738806152;56
111660634;84
785519460;91
626537374;36
648333997;19
242397330;9
353934506;13
431391770;9
278777175;97
444897213;96
728382665;63
580800198;20
