id_persona;id_equipo;id_arte_marcial;id_categoria
299215958;64;3;10
746169264;72;4;5
441556026;27;2;2
300481141;58;3;5
909001565;61;4;8
726747232;65;4;8
202454915;56;5;9
988279635;69;2;2
658578770;40;1;3
968178965;2;5;4
63063674;26;3;8
390837526;56;5;2
824072400;23;2;7
33272578;6;4;5
660527701;58;4;8
798753139;47;3;1
401298546;57;1;6
522469089;56;1;8
41613221;1;1;6
380718152;43;3;9
66732990;46;4;7
703682092;55;5;1
830964125;7;1;7
430488425;3;1;8
666441082;77;4;5
129923931;38;3;8
282417522;8;4;8
859676155;23;5;5
636798240;39;3;8
877249083;56;3;9
190742222;54;2;10
658136787;59;1;4
478989962;5;5;6
769073272;70;2;3
683222318;54;1;1
477040269;8;5;1
280984431;45;1;7
656309061;51;3;1
89183331;44;1;2
93675648;8;5;3
720885906;94;2;9
35322321;48;3;6
377667126;27;3;1
413295506;47;3;5
728859139;5;4;7
828380619;39;4;8
377810846;15;4;3
917100927;80;5;10
918877096;13;4;2
746504830;8;4;8
686360197;19;1;4
586408977;70;3;9
124519862;13;2;3
991488493;12;4;10
551903008;93;2;4
975915058;75;4;5
863681627;85;1;6
885489180;22;5;1
413113895;64;4;4
555403266;33;1;7
916413362;49;2;9
379312529;52;4;3
906671172;38;1;1
165684585;96;2;5
684018342;55;5;5
100735107;49;3;9
297104361;21;2;2
812221045;19;2;1
868252423;49;3;3
572605888;31;5;5
841986671;75;2;10
602817712;72;2;8
184766754;72;5;1
408009255;99;5;2
875659363;93;5;8
717040486;1;5;9
89914552;30;2;10
13444208;87;1;8
132429686;8;4;10
880405205;57;5;5
63881578;83;4;4
768313039;40;4;1
985927007;16;4;4
151567514;47;5;5
580729999;65;4;9
403311041;66;3;7
649628971;12;3;6
486527444;69;3;2
121117910;6;5;4
806193799;77;3;10
75050706;75;1;1
845893246;20;3;10
840440956;45;5;9
702464186;85;4;1
343322408;22;4;8
724566639;65;1;9
216576706;100;1;9
851375310;75;5;9
579524314;66;5;5
153539957;72;2;2
667200969;62;2;3
931555984;49;4;10
836594049;67;2;4
239668956;56;2;1
281537257;12;1;5
317672418;37;2;3
68604887;58;2;9
430482213;92;3;1
222790111;23;1;1
891218315;70;2;1
853232550;28;2;7
777184777;80;5;4
479100141;30;3;5
169431196;57;5;10
939419838;24;2;3
325824355;84;5;2
965549875;85;4;10
505591821;34;4;5
149076690;85;5;1
173739075;90;1;1
235079087;18;4;10
246325968;31;3;3
928447955;52;3;8
851669247;30;1;3
962777736;35;4;3
532061340;10;4;6
981001806;29;2;2
125343786;92;4;5
899604279;27;5;7
772636852;73;4;7
660162499;6;5;2
821858813;27;5;2
947118925;55;1;8
107236077;90;2;1
359138936;98;3;2
90352087;62;3;10
796300963;24;5;10
693735459;41;1;7
85972804;40;2;1
709455269;19;1;8
83767970;18;4;9
873076063;57;1;8
953925071;41;4;9
404967475;6;3;7
599256820;19;4;7
835922531;28;5;5
899931988;65;1;2
788965185;10;1;3
227591469;49;1;6
367875770;42;1;9
114366908;96;4;7
453194988;41;1;10
435512483;70;3;2
54949950;69;4;3
420121811;13;3;8
289033088;50;5;1
775118081;4;3;5
453094187;67;5;4
538676296;28;5;1
682267831;14;1;2
483808854;37;3;8
860392699;11;5;7
76660382;52;1;2
566571947;42;5;5
660133753;30;5;9
845309001;46;5;10
775713573;76;3;2
946178586;54;5;8
114881779;67;2;6
742466934;77;2;5
595680079;41;3;9
575759377;96;3;9
609981585;31;5;7
199329748;32;1;10
953522156;83;5;5
562643973;62;1;3
380785901;25;2;10
678136882;86;2;10
584483579;60;1;10
936688948;81;2;10
87181240;28;5;8
600365079;34;1;4
686108420;40;4;9
662067269;91;1;6
319046836;19;2;7
793430913;12;3;1
631443434;24;2;6
318792048;9;4;3
450599593;94;3;9
203071679;34;4;1
188919331;45;1;2
436987963;22;4;3
57431432;14;5;2
862235657;72;2;5
26607645;13;2;4
159635421;82;4;7
109407989;5;5;7
96389562;1;5;5
641656180;24;3;2
399910977;16;2;5
228633536;21;5;1
758006628;35;2;7
705607841;57;3;2
234699844;87;4;3
706964848;52;4;9
560132752;91;3;6
682398258;8;2;1
407146586;22;3;3
404008519;33;5;10
243585588;38;2;2
792841534;61;3;2
239114551;65;3;7
235955490;69;4;1
850934283;56;5;7
69008430;87;4;7
800341714;19;1;9
823655361;86;3;2
351492946;45;1;5
776955624;29;2;5
818935041;42;5;4
762912083;56;3;9
382009767;98;4;2
136776145;41;5;8
82847978;40;1;8
44547595;29;5;4
159379553;32;3;3
928233895;3;4;1
584714903;70;2;4
476362260;9;5;2
638063043;20;2;10
661945428;13;3;1
386870618;9;1;5
43012582;56;3;3
676422890;88;2;10
491964891;28;1;9
79916094;99;3;6
333615037;13;2;8
321508097;92;4;1
46644549;50;4;8
11336135;79;2;3
407556535;72;1;1
310671299;54;1;1
770019127;85;1;8
307699815;50;1;7
506766839;30;2;2
192546167;24;1;3
113966197;80;3;7
809254270;78;5;3
302251546;82;5;6
78399331;41;3;4
625949263;61;4;6
848561751;16;2;2
309431204;62;4;9
810956490;42;1;8
444211108;100;1;3
289481340;77;1;4
938195076;53;2;2
442011999;98;2;6
686785489;33;2;9
822812069;68;3;5
955546766;99;2;8
686505357;30;1;9
404329983;34;1;7
214561112;32;4;1
237835957;86;5;3
739597046;76;5;10
416279020;5;2;2
867732162;34;3;4
421832036;97;1;8
860465168;78;1;7
317856896;26;2;3
190560726;42;4;6
393312812;20;2;2
751343609;57;4;9
973796893;65;3;10
108748134;94;5;1
524762544;57;2;5
403038951;91;4;4
271863422;61;3;7
882601616;64;3;7
478834854;99;5;6
590558387;99;3;2
186788465;55;5;9
13752282;56;1;7
753066565;10;4;3
870602927;24;3;1
789760524;25;1;6
961517744;38;4;5
780847606;10;2;10
327373387;99;2;4
95788090;98;4;3
28881090;87;1;4
416368926;16;1;1
606960130;87;2;9
110200954;8;4;3
568988462;64;3;10
111007943;19;1;1
295305695;11;1;5
433509204;88;5;6
243928549;93;2;6
386770102;8;5;10
546063108;100;1;5
877080222;70;1;8
85113941;81;3;2
733026073;35;5;3
360542125;52;1;2
258671256;43;1;10
272483706;82;4;3
472678412;86;5;6
201637621;64;4;2
199859744;15;2;4
219362947;14;3;10
182642090;55;1;1
153744834;18;1;2
47816790;64;3;4
837235422;21;1;5
995599906;32;5;5
195481655;2;5;4
691021421;17;5;9
476883831;64;4;4
288090672;89;1;9
937478193;39;4;2
956902463;52;2;2
851328168;13;1;10
685007328;46;5;4
233588698;23;3;2
847133569;35;3;10
502949429;39;2;4
888220522;97;3;1
346297617;95;3;6
769808412;37;2;5
899815749;57;2;5
130357722;36;5;10
934694354;31;1;10
483363466;43;4;4
680696092;91;2;6
609960398;78;2;1
651705220;49;3;1
866842164;52;4;6
465910289;87;1;3
745099216;35;2;1
380772575;85;5;6
686673982;5;4;9
733729513;75;2;9
355695792;27;2;4
419836020;74;3;1
961120639;67;4;8
545839223;46;2;9
454724407;99;3;6
420947458;57;3;4
790096045;75;1;6
241911976;68;5;3
546193653;27;5;10
627678874;69;1;10
17922193;80;5;3
893916528;64;4;2
460256813;16;5;4
827734168;97;2;10
560851;10;5;3
279484108;49;2;5
727685661;69;1;8
841503247;69;2;7
480615871;96;1;8
86423723;50;1;2
728232140;70;2;1
559681171;3;3;2
838846009;49;4;3
145268810;23;4;8
609898888;68;4;10
463124792;92;1;3
350734952;77;4;10
938258233;24;2;8
732121761;63;2;1
589915798;20;3;9
697280507;6;5;2
917177798;99;5;9
427351206;85;3;6
759507910;23;3;6
246874749;75;1;10
596244017;62;1;6
739989229;6;1;1
942929195;68;1;5
46815646;75;4;9
807981328;10;1;10
427811937;49;3;7
260263795;43;2;3
706568834;5;1;9
527708808;47;1;9
992810361;52;3;10
878786804;44;5;4
494616821;98;3;2
641569360;12;1;3
788195394;52;2;9
214049775;60;4;1
988140480;37;3;6
957674456;93;1;3
24968267;92;5;8
577708025;36;4;6
424779217;12;4;4
766157420;77;2;9
488145727;38;4;1
219356710;44;2;5
758132925;67;1;10
835347442;18;3;10
97201345;2;5;10
51859047;29;4;8
619397950;85;2;1
76562674;32;1;8
847743094;11;5;2
690025923;21;2;6
976317056;39;2;8
713188785;25;1;7
154122811;59;4;4
130840883;90;1;10
561392883;15;3;9
590357951;49;1;5
582980653;64;5;9
868029486;35;2;6
180861708;13;3;10
546434895;11;5;2
554679391;77;1;3
292535484;48;1;3
266245437;78;1;10
878222597;95;5;2
924969391;9;5;8
64143522;8;4;8
57049318;89;3;6
174586445;55;1;5
369636573;64;1;4
200082236;17;2;10
794196086;23;4;4
180689370;49;5;6
650314076;51;2;7
668752465;33;5;8
935120267;4;4;1
570822283;18;5;2
532000451;85;2;10
205260323;55;5;5
806885015;62;1;9
797401948;16;4;8
901956895;56;5;4
241451428;71;3;4
388974741;97;3;5
400945824;75;4;6
935630914;75;1;6
475252172;12;4;9
811704629;56;5;4
692602488;82;3;1
718724660;47;1;6
578561480;99;4;6
426274949;17;1;3
996855950;38;5;2
807036564;76;3;8
980987183;97;1;8
542293411;65;3;4
168683605;1;2;4
902834241;49;2;3
919072051;16;2;2
982189551;18;3;6
716268685;89;4;7
368895453;74;3;2
183052951;72;5;3
244056631;8;4;3
376005751;5;3;9
436161924;73;5;8
260034920;51;1;4
466504223;31;5;7
725795913;43;3;6
272590562;78;2;2
233743875;20;5;7
534133183;51;1;5
43915366;78;1;8
186638093;46;5;9
958251379;39;4;10
646752956;85;1;5
530847614;23;3;3
856246181;92;4;1
341906796;73;3;2
774851901;24;2;5
989522763;83;1;8
114485359;34;2;10
236804413;70;2;5
336851027;50;1;10
3256401;5;3;8
667672473;3;3;8
104507853;68;5;10
884585122;72;1;3
140930006;84;3;5
399476578;27;1;3
988689801;51;5;10
471343593;62;2;1
980737939;60;2;7
384637915;72;3;6
663224666;98;4;6
362922436;24;2;7
373903298;61;2;7
885836214;61;5;8
742273075;27;5;1
352238737;6;5;8
397095217;44;4;6
684433267;26;4;7
933002088;77;4;4
786652274;22;1;10
636818629;87;4;7
894704608;65;2;5
9711072;70;5;4
413763196;74;2;8
611230992;29;5;5
812895976;69;3;8
983577587;55;2;6
604967300;37;1;9
595498023;28;2;7
386397036;53;4;10
416029102;19;3;1
325810388;48;4;3
229055342;94;2;10
519229856;15;3;10
865738085;6;1;8
833231920;98;1;9
17008409;89;1;1
790737891;34;3;6
503375181;25;2;4
112435643;8;1;3
634478799;92;2;10
309507096;53;3;8
842984550;6;4;10
916082464;35;3;2
287530268;94;4;4
671469589;100;4;9
942798414;33;4;8
895742420;32;5;7
511517084;77;5;7
817772949;38;3;1
55378029;24;1;9
944281821;79;4;5
264863164;92;3;2
687239525;26;2;9
808664888;29;1;6
850638608;34;3;3
714310612;99;3;3
169306050;16;3;7
705093446;90;2;9
600111262;80;1;8
485111821;85;1;6
458986961;20;2;9
180805366;86;5;3
926371316;65;5;10
166004890;20;2;6
418160973;28;2;6
192295606;34;1;8
150519241;63;1;3
255241295;64;3;8
912241313;60;3;2
432136154;37;4;1
223700791;67;5;1
444610935;17;1;5
403731672;18;1;3
899471907;33;5;1
952657906;37;4;8
935553439;10;4;5
869513510;59;4;1
761666290;80;5;8
22245801;68;4;3
839486389;63;2;1
676358125;71;4;1
540403291;41;3;9
65629157;61;3;9
23682269;5;5;8
193587976;14;4;3
